id,level,grammar_point,connection,meaning,examples
322,N2,にかけては｜かけても 在 “ ~~~方面”“论~~~的话”（多表示好的方面）,体言＋,,"[{""jp"": ""料理にかけては、彼の右に出る者はいない"", ""cn"": ""论烹饪，没人能比得上他""}]"
323,N2,に代わって（にかわって）｜に代わり（にかわり） “代替~~”,体言＋,,"[{""jp"": ""会長に代わって挨拶する。"", ""cn"": """"}, {""jp"": ""一同に代わってお礼を言う。"", ""cn"": """"}]"
324,N2,に関して｜に関しては｜に関しても｜に関する “关于~~”“有关~~”,体言＋,,"[{""jp"": ""そのことに関しては、私は何にも知らない。"", ""cn"": """"}, {""jp"": ""水害に関する情報。"", ""cn"": """"}]"
325,N2,に決まっている（にきまっている） 一定 “ ~~”“必定~~” 表示强烈的断定或确信无疑的推测。,体言｜用言連体形＋,,"[{""jp"": ""あのチームが勝つに決まっている。"", ""cn"": """"}, {""jp"": ""生きているものはいつか死ぬに決まっている。"", ""cn"": """"}]"
326,N2,～～～に比べて “与~~~~相比 比”“ 起~~来~~”,,,"[{""jp"": ""若者に比べて、頭の回転が遅い。"", ""cn"": """"}]"
327,N2,～～～に加えて｜に加え 加上 “ ~~”,,,"[{""jp"": ""人件費（じんけんひ）の高騰（こうとう）に加え（くわえ）円高（えんだか）が打撃（だげき）となって、倒産（とうさん）した。"", ""cn"": """"}]"
328,N2,にこたえる｜にこたえて｜にこたえ,体言＋,①“符合~~”“响应~~”“应~~”表示不辜负某种希望要求或某种强烈的感受。,"[{""jp"": ""国民の期待に応える政策だ。"", ""cn"": """"}, {""jp"": ""招きに応えて出席する。"", ""cn"": """"}, {""jp"": ""寒さが体に応える。"", ""cn"": """"}]"
329,N2,際して 在 “ ~~~之际”“当~~~的时候”,体言＋,,"[{""jp"": ""卒業に際して、一言お祝いを申し上げます。"", ""cn"": """"}]"
330,N2,～～～に先立って｜に先立ち｜に先立つ 先于 “ ~~~”“在~~~前”,,,"[{""jp"": ""出発に先立って開幕式がある。"", ""cn"": """"}]"
331,N2,終止形＋にしたがって “随着~~~”,動詞,,"[{""jp"": ""国が豊かになるにしたがって、私たちの生活も豊かになった。"", ""cn"": """"}]"
332,N2,～～～にしても “ ｜にしたら｜にすれば 即使~~也~~”“就~~~来说”“如果作为~~”,,,"[{""jp"": ""あまりかからないにしても、10 万円ぐらいはかかりでしょう。"", ""cn"": """"}, {""jp"": ""あの人の体にしたら～～～ （就他的身体来说~~）　　彼を仲間にすればいいだろう。"", ""cn"": """"}]"
333,N2,にしては 作 “ 为~~~”“按~~~来说”表示后项提出的事实与前项设定的标准不相吻合。,体言｜用言連体形＋,,"[{""jp"": ""歌手にしては歌が下手だ。"", ""cn"": """"}, {""jp"": ""この辺りは都心にしては静かな所だ。"", ""cn"": """"}]"
334,N2,にしろ｜にせよ “即使~~~也~~~”,体言｜用言終止形＋,,"[{""jp"": ""忙しかったにしろ、電話を掛けるくらいの時間はあったろう。"", ""cn"": """"}]"
335,N2,にすぎない 只不 “ 过是~~~”,体言｜用言連体形＋,,"[{""jp"": ""それはただ口実（こうじつ）に過ぎない。"", ""cn"": """"}]"
336,N2,～～～に相違ない 一定 “ ~~”“肯定~~”,,,"[{""jp"": ""彼は国へ帰ったに相違ない。"", ""cn"": """"}]"
337,N2,＋に沿って｜に沿い｜に沿う｜に沿った “沿着~~~”“顺着~~~”“按照~~~”,,,"[{""jp"": ""この方針に沿って交渉する。"", ""cn"": """"}]"
338,N2,に対して｜に対し｜に対しては｜に対しても｜に対する “对~~~”,体言＋,,"[{""jp"": ""目上の人に対しては、敬語を使うべきだ。"", ""cn"": """"}]"
339,N2,に違いない 肯定 “ ~~”“一定~~”,体言｜用言終止形＋,,"[{""jp"": ""これは陳さんの忘れ物に違いない。"", ""cn"": """"}]"
340,N2,について “关于~~~”“就~~~”,体言＋,,"[{""jp"": ""料理について私は全然わかりません。"", ""cn"": """"}, {""jp"": ""陳さんは日本の近代文学について卒業論文を書いています。"", ""cn"": """"}]"
341,N2,につき “因~~~”,体言｜動詞連体形＋,,"[{""jp"": ""病気につき、今日の会議に参加できません。"", ""cn"": """"}]"
342,N2,につけて｜につけては｜につけても “每逢|每当~~就~~”,体言｜動詞終止形＋,,"[{""jp"": ""梅が咲くにつけて、その花が好きだった母を思い出す。"", ""cn"": """"}]"
343,N2,終止形＋につれて “随着~~~”“伴随~~” （表示一方发生变化，另一方随之发生相当程度的变化）,動詞,,"[{""jp"": ""月日が経つにつれて、いやなことは忘れてしまった。"", ""cn"": """"}]"
344,N2,～～～にとって（は）,,“对~~~来说”「～～～を中心にして考えれば」的意思。,"[{""jp"": ""人間にとって一番大切なものは友情です。"", ""cn"": """"}]"
345,N2,に伴って “随着~~~”“伴随~~~”,名詞｜動詞連体形＋,,"[{""jp"": ""自動車の数が増えるに伴って事故も多くなった。"", ""cn"": """"}]"
346,N2,に反して “违反~~`”“与~~~相反”,体言＋,,"[{""jp"": ""道徳に反する行為。"", ""cn"": """"}, {""jp"": ""太郎の不勉強に反して、次郎は勉強家だ。"", ""cn"": """"}]"
347,N2,にほかならない “无非是~~”“不外乎~~~”“正是~~”,体言｜動詞連体形＋,,"[{""jp"": ""今回の計画の失敗は推進委員会の責任にほかならない。"", ""cn"": """"}]"
348,N2,に基づいて｜に基づく “基于~~”“按照~~”“根据~~~”,体言＋,,"[{""jp"": ""法律に基づいて処理する。"", ""cn"": """"}]"
349,N2,によって｜による “由于~~~”“根据~~~”“因~~~的不同而~~~”“通过”,体言＋,一般情况例：,"[{""jp"": ""体言＋によっては：强调的是个例。"", ""cn"": """"}, {""jp"": ""体言＋よって：讲述的是一般情况。"", ""cn"": """"}, {""jp"": ""国によっては豚肉を食べないといったこともあります"", ""cn"": ""有的国家不吃肉""}, {""jp"": ""国によって生活習慣も違います"", ""cn"": ""国家不同生活习惯也不同""}, {""jp"": ""火事はタバコの不始末によるものです。"", ""cn"": """"}, {""jp"": ""成績によって、クラスを分けます。"", ""cn"": """"}, {""jp"": ""習慣は国によって違います。"", ""cn"": """"}, {""jp"": ""私はラジオによって英語を習います。"", ""cn"": """"}]"
350,N2,にわたって｜にわたる｜にわたり “历经~~~”“（范围）涉及到~~~”,体言＋,,"[{""jp"": ""手術は 10 時間にわたって行われた。"", ""cn"": """"}, {""jp"": ""10 年間にわたる研究が成功した。"", ""cn"": """"}]"
351,N2,ぬきで｜ぬきでは｜ぬきに｜ぬきには “排去~~~”“出去~~~”“不包括~~”,体言＋,,"[{""jp"": ""お世辞ぬきで、本当に日本語が上手だ。"", ""cn"": """"}]"
352,N2,連用形＋ぬく “~~~最后|到底”表示做到最后，（最後までやる）,動詞,,"[{""jp"": ""昨日の宿題は多くて難しかったですが、最後までやりぬきました。"", ""cn"": """"}, {""jp"": ""頑張りぬく。"", ""cn"": """"}]"
353,N2,すえ（に） ～～～ “ ” 結果,体言の｜動詞過去式連体形＋,,"[{""jp"": ""いろいろ考えた末に、あの人と結婚することにした。"", ""cn"": """"}, {""jp"": ""相談のすえ、春休みを四月十日に改めました。"", ""cn"": """"}]"
354,N2,のみならず “不仅~~~”,体言｜用言連体形＋,,"[{""jp"": ""君のみならず、僕もそうだ。"", ""cn"": """"}, {""jp"": ""勉強が足りないのみならず、態度も悪い。"", ""cn"": """"}]"
355,N2,～～～のもとに｜もとで 在“ ~~~之下”“在~~~条件下 表示前 ” 提条件。,,,"[{""jp"": ""先生方のご協力のもとで、試験は順調に行われました。"", ""cn"": """"}]"
356,N2,～～～ば～～～ほど “越~~~越~~~”,,,"[{""jp"": ""読めば読むほど俳句のおもしろさが分かります。"", ""cn"": """"}]"
357,N2,ばかりか｜ばかりでなく,体言｜用言連体形＋,不用 “ 说~~~就连~~~”“不仅~~~而且~~~”,"[{""jp"": ""あの人は漢字ばかりか、平仮名も片仮名も書けない．"", ""cn"": """"}, {""jp"": ""李さんは日本語が話せるばかりか、英語も上手だよ。"", ""cn"": """"}, {""jp"": ""肉ばかりでなく、野菜も食べなければ、健康によくありません。"", ""cn"": """"}]"
358,N2,連体形＋ばかりに “正因为~~~才~~~”“只因~~才~~~” 表示因为~~~而引起的不尽如人意的结果，讲话人常有遗憾后悔的心情。,用言,,"[{""jp"": ""医者であるばかりに、日曜日でも働かなければならない。"", ""cn"": """"}]"
359,N2,はともかく｜はともかくとして “~~~暂且不谈”“~~~先不管”,体言＋,,"[{""jp"": ""ほかの人はともかく、君にだけは僕の気持ちを分ってもらいたい。"", ""cn"": """"}]"
360,N2,はもとより｜はもちろん 不用 “ 说~~”“当然~~”表示前项程度较轻，自不待言，后项也不在话下。,体言＋,,"[{""jp"": ""“～～～はもちろん”主观性较强，可用于口语书面语。"", ""cn"": """"}, {""jp"": ""“～～～はもとより 多用于 ” 书面语。"", ""cn"": """"}, {""jp"": ""彼女は英語はもとより、フランス語もできろ。"", ""cn"": """"}]"
361,N2,､形容詞の基本形｜形容動詞の連体形＋反面（半面）“ ” 另一方面 多用于对同一事物所具有的两个不同侧面的叙述。,動詞,,"[{""jp"": ""輸送に便利な反面、時間がかかる。"", ""cn"": """"}, {""jp"": ""一定（いってい）の利益（りえき）が見込める（みこめる）反面、大きな損失を招く恐れもある。"", ""cn"": """"}]"
362,N2,基本形｜サ変動詞語幹す＋べきだ｜べきではない。“应该” “ ｜ 不应该”多用于讲话人强调自己的主张建议。 它强调的是个人的意见。,動詞,,"[{""jp"": ""バスの中では、若者は年寄りに席を譲るべきだ。"", ""cn"": """"}, {""jp"": ""親に対して、こんな失礼なことを言うべきではない。"", ""cn"": """"}]"
363,N2,ほか（は）ない 只有 只好 “ ”“ ”,体言の｜用言連体形＋,,"[{""jp"": ""どうもすみませんというほかはない。"", ""cn"": """"}, {""jp"": ""あきらめるほかない。"", ""cn"": """"}]"
364,N2,ほど 表示状态的程度。“到了~~~的地步”“~~~得~~,体言｜用言終止形＋,,"[{""jp"": ""新聞が読めないほど暗くなった。"", ""cn"": """"}, {""jp"": ""寂しくて泣きたいほどだ．"", ""cn"": """"}]"
365,N2,～～～ほど～～～ない,,不“ 比~~~”“比~~~不~~” 表示否定比较。,"[{""jp"": ""今年は去年ほど暑くない。"", ""cn"": """"}]"
366,N2,ほど “越~~~越~~~”,体言｜用言終止形＋,,"[{""jp"": ""年を取るほど、物覚えが悪くなる。"", ""cn"": """"}]"
367,N2,まい　是 否定 “ ” 推量助動詞 ，表示,,,"[{""jp"": ""① 否定の推量＝“ ” “ ないだろう 恐怕不~~”"", ""cn"": """"}, {""jp"": ""② 否定の意志＝“ ” う｜ようとする 五段動詞､助動詞ますの終止形｜ほかの動詞の未然形＋まい"", ""cn"": """"}, {""jp"": ""この様子では、明日も晴れるまい。"", ""cn"": """"}, {""jp"": ""タバコはもう吸うまい。"", ""cn"": """"}, {""jp"": ""～～～まいか 表示否定推测的疑问或反问。"", ""cn"": """"}, {""jp"": ""帰国したのではあるまいか。"", ""cn"": """"}, {""jp"": ""～～～う｜ようか～～～まいか　“是~~~呢，还是不~~~呢”"", ""cn"": """"}, {""jp"": ""帰ろうか帰るまいかと考える。"", ""cn"": """"}]"
368,N2,向きだ｜向きに｜向きの “适合~~~的 表示 ” 客观事物适合什么。,体言＋,,"[{""jp"": ""子供向きの番組。"", ""cn"": """"}, {""jp"": ""この料理は日本人向きだ。"", ""cn"": """"}]"
369,N2,向けだ｜向けに｜向けの 面 “ 向~~~” 表示主观能动以什么为对象干某事,体言＋,,"[{""jp"": ""若者向けに服装をデザインする。"", ""cn"": """"}, {""jp"": ""留学生向けに雑誌を編集する。"", ""cn"": """"}]"
370,N2,も＋用言仮定形ば｜たら＋体言も（～～～も～～～ば｜たら～～～も）“即~~~又”,体言,,"[{""jp"": ""お金もなければ、暇もない。"", ""cn"": """"}]"
371,N2,もかまわず “不管~~~”“不理睬~~”“不介意~~”,体言＋,,"[{""jp"": ""人目もかまわずキスしている。"", ""cn"": """"}, {""jp"": ""所もかまわず大きい声を出す人だ。"", ""cn"": """"}]"
372,N2,活用語終止形＋もの,,もの ： “ ” 終助詞、 以抱怨或不满的口气说明或辩解某种原因理由。多为女性或儿童使用，口语中也做“ ” もん,"[{""jp"": ""だって知らなかったもの。"", ""cn"": """"}, {""jp"": ""私の言ったこと聞かないもの。"", ""cn"": """"}]"
