level,word,pitch_accent,pos,reading,meaning
 2-N3::2-中低频,記念,⓪,名・他動3,きねん,纪念，留念
 1-N4+N5,起こす,②,他動1,おこす,叫醒；发起，引起
 1-N4+N5,起こる,②,自動1,おこる,发生；发作；产生
 1-N4+N5,技術,①,名,ぎじゅつ,技术，工艺
 3-N2::2-中低频,喫煙,⓪,名・自動3,きつえん,吸烟，抽烟
 1-N4+N5,客,⓪,名,きゃく,客人，顾客
 1-N4+N5,逆,⓪,名・ナ形,ぎゃく,相反，颠倒
 1-N4+N5,久しぶり,⓪⑤,名・ナ形,ひさしぶり,久违
 1-N4+N5,休み,③,名,やすみ,休息；假日；就寝
 2-N3::2-中低频,休日,⓪,名,きゅうじつ,休息日，假日
 1-N4+N5,急,⓪,ナ形,きゅう,突然的；紧急的；陡峭的，角度大的
 1-N4+N5,急ぐ,②,自他動1,いそぐ,赶紧，着急
 2-N3::2-中低频,急に,⓪,副,きゅうに,突然，紧急
 2-N3::1-高频,給料,①,名,きゅうりょう,工资，薪水
 2-N3::2-中低频,挙げる,⓪,他動2,あげる,举起；举行；列举；竭尽
 2-N3::2-中低频,許す,②,他動1,ゆるす,原谅；允许
 2-N3::2-中低频,競争,⓪,名・自他動3,きょうそう,竞争，比赛
 4-N1::1-高频,叫ぶ,②,他動1,さけぶ,大声呼喊；呼吁，主张
 1-N4+N5,教科書,③,名,きょうかしょ,教科书，课本
 2-N3::1-高频,教師,①,名,きょうし,教师
 1-N4+N5,胸,②,名,むね,胸；心里
 2-N3::1-高频,鏡,③,名,かがみ,镜子
 1-N4+N5,驚く,③,自動1,おどろく,吃惊，惊讶
 1-N4+N5,曲がる,⓪,自動1,まがる,弯曲；拐弯
 4-N1::1-高频,勤める,③,自動2,つとめる,工作，任职
 2-N3::2-中低频,禁煙,⓪,名・自動3,きんえん,禁止吸烟；戒烟
 3-N2::2-中低频,近頃,②,名,ちかごろ,近日，最近
 1-N4+N5,近所,①,名,きんじょ,近处，附近
 2-N3::2-中低频,金持ち,③④,名,かねもち,有钱人，富人
 1-N4+N5,苦い,②,イ形,にがい,（味道）苦的；痛苦的
 2-N3::1-高频,苦手,⓪③,名・ナ形,にがて,不善于；难对付，棘手
 1-N4+N5,具合,⓪,名,ぐあい,健康状况；（机器）状态；情况，样子；方便
 1-N4+N5,空く,⓪,自動1,あく,空；空闲；空缺
 3-N2::2-中低频,すく,⓪,自動1,すく,饥饿；稀疏，空旷
 3-N2::1-高频,空間,⓪,名,くうかん,空间
 1-N4+N5,空気,①,名,くうき,空气；气氛，氛围
 1-N4+N5,空港,⓪,名,くうこう,机场
 1-N4+N5,たまに,⓪,副,たまに,偶尔
 1-N4+N5,君,⓪,代,きみ,（称呼同辈或晚辈，男性用语）你
 1-N4+N5,係,①,名,かかり,负责人
 3-N2::2-中低频,係員,③,名,かかりいん,（专门负责某项业务）工作人员，负责人
 1-N4+N5,形,⓪,名,かたち,形状；样式；形式
 1-N4+N5,携帯電話,⑤,名,けいたいでんわ,手机
 2-N3::2-中低频,敬語,⓪,名,けいご,敬语
 1-N4+N5,経験,⓪,名・他動3,けいけん,经验
 2-N3::1-高频,経済,①,名,けいざい,经济
 3-N2::2-中低频,計る,②,他動1,はかる,（时间、数量等）计量
 1-N4+N5,計画,⓪,名・他動3,けいかく,计划，规划
 1-N4+N5,警察,⓪,名,けいさつ,警察；警局
 1-N4+N5,迎える,⓪,他動2,むかえる,迎接；迎来
 2-N3::2-中低频,欠席,⓪,名・自動3,けっせき,缺席
 1-N4+N5,決して,⓪,副,けっして,决（不）……
 1-N4+N5,決まる,⓪,自動1,きまる,决定，规定；一定
 1-N4+N5,決める,⓪,他動2,きめる,决定，规定；决心；断定
 1-N4+N5,結果,⓪,名,けっか,结果，结局；（好的）结果
 1-N4+N5,血,⓪,名,ち,血
 1-N4+N5,月,②,名,つき,月亮；一个月
 2-N3::2-中低频,喧嘩[けんか],⓪,名・自動3,けんか,吵架，打架
 4-N1::1-高频,堅い,⓪,イ形,かたい,牢固的；肯定的；可靠的
 2-N3::2-中低频,建つ,①,自動1,たつ,建，盖
 1-N4+N5,建てる,②,他動2,たてる,盖，建造
 1-N4+N5,研究,⓪,名・他動3,けんきゅう,研究
 4-N1::3-低频,研究員,③,名,けんきゅういん,研究员
 2-N3::2-中低频,研究室,③,名,けんきゅうしつ,研究室
 2-N3::1-高频,研究者,③,名,けんきゅうしゃ,研究者
 2-N3::2-中低频,研究所,⓪⑤,名,けんきゅうじょ,研究所
 1-N4+N5,肩,①,名,かた,肩膀；上方
 1-N4+N5,見える,②,自動2,みえる,看得见；看起来是
 1-N4+N5,見せる,②,他動2,みせる,给……看，展现
 1-N4+N5,見つかる,⓪,自動1,みつかる,被找到；被发现
 1-N4+N5,見つける,⓪,他動2,みつける,找到，发现
 1-N4+N5,見学,⓪,名・他動3,けんがく,参观，参观学习
 2-N3::2-中低频,見送り,⓪,名,みおくり,送行；搁置
 1-N4+N5,見舞い,⓪,名,みまい,看望，问候
 2-N3::2-中低频,見物,⓪,名・他動3,けんぶつ,观赏，游览
 1-N4+N5,原因,⓪,名・自動3,げんいん,（多用于不好的）原因
 1-N4+N5,現在,①,名,げんざい,现在，目前；当时
 2-N3::1-高频,言語,①,名,げんご,言语，语言
 3-N2::2-中低频,言葉遣い,④,名,ことばづかい,用语，措辞
 1-N4+N5,固い,⓪,イ形,かたい,结合紧密的；坚固的，坚定的；顽固的
 1-N4+N5,湖,②③,名,みずうみ,湖
 2-N3::2-中低频,虎,⓪,名,とら,老虎
 2-N3::1-高频,後輩,⓪,名,こうはい,晚辈；学弟，学妹
 1-N4+N5,ご〜,,接頭,ご〜,表示尊敬
 4-N1::3-低频,語彙,①,名,ごい,词汇
 2-N3::2-中低频,交通,⓪,名,こうつう,交通
 1-N4+N5,光,③,名,ひかり,光线，光明；希望
 2-N3::2-中低频,光る,②,自動1,ひかる,发光；出众
 2-N3::2-中低频,公務員,③,名,こうむいん,公务员
 2-N3::1-高频,向かう,⓪,自動1,むかう,面向；朝，前往；迎来
 3-N2::2-中低频,工学,⓪,名,こうがく,工学，工程学
 2-N3::2-中低频,工業,①,名,こうぎょう,工业
 1-N4+N5,工事,①,名・自他動3,こうじ,施工，工程
 1-N4+N5,幸せ,⓪,名・ナ形,しあわせ,幸福
 4-N1::3-低频,広さ,①,名,ひろさ,面积；广博
 3-N2::1-高频,校長,⓪,名,こうちょう,（中小学的）校长
 1-N4+N5,港,⓪,名,みなと,港口，码头
 1-N4+N5,硬い,⓪,イ形,かたい,坚硬的；死板的；紧张的
 1-N4+N5,考え,③,名,かんがえ,想法，思想
 1-N4+N5,考える,④③,他動2,かんがえる,想，思考，研究
 2-N3::1-高频,考え方,⓪⑤,名,かんがえかた,想法
 4-N1::3-低频,航空券,③,名,こうくうけん,机票
 1-N4+N5,行う,⓪,他動1,おこなう,举行，进行
 2-N3::2-中低频,講義,①③,名・他動3,こうぎ,（特指）大学课程
 4-N1::2-中频,郊外,①,名,こうがい,郊外，城外
 2-N3::1-高频,香り,⓪,名,かおり,芳香
 1-N4+N5,高校生,③,名,こうこうせい,高中生
 2-N3::2-中低频,高速道路,⑤,名,こうそくどうろ,高速公路
 3-N2::2-中低频,高等,⓪,名・ナ形,こうとう,（等级、品味、智能等的程度很高）高等
 1-N4+N5,合う,①,自動1,あう,一致；合适；协调
 2-N3::1-高频,合格,⓪,名・自動3,ごうかく,及格，考上；合格
 4-N1::3-低频,合唱,⓪,名・他動3,がっしょう,合唱
 4-N1::3-低频,国語,⓪,名,こくご,国语；日语；语文
 2-N3::2-中低频,国際,⓪,名,こくさい,国际
 2-N3::2-中低频,国内,②,名,こくない,国内
 1-N4+N5,黒板,⓪,名,こくばん,黑板
 1-N4+N5,腰,⓪,名,こし,腰；腰部，下半部
 1-N4+N5,今,,造,こん,现……，本……
 1-N4+N5,今回,①,名,こんかい,这次，这回
 1-N4+N5,今後,⓪,名,こんご,今后，将来
 1-N4+N5,今度,①,名,こんど,这次或下次；最近，上次
 1-N4+N5,今夜,①,名,こんや,今晚
 2-N3::2-中低频,差し上げる,⓪④,他動2,さしあげる,敬献，呈送
 2-N3::2-中低频,砂,⓪,名,すな,沙子
 1-N4+N5,最近,⓪,名,さいきん,近来，最近
 4-N1::3-低频,最古,①,名,さいこ,最早，最古老
 1-N4+N5,妻,①,名,つま,妻子
 3-N2::2-中低频,済ます,②,他動1,すます,使结束；（多く「…で済ます」の形で）将就，凑合
 2-N3::2-中低频,済む,①,自動1,すむ,完了；解决；对付过去
 1-N4+N5,細かい,③,イ形,こまかい,细小的，零碎的；详细的
 2-N3::1-高频,材料,③,名,ざいりょう,材料，原料；素材
 2-N3::2-中低频,坂,②,名,さか,坡，斜坡
 2-N3::2-中低频,作品,⓪,名,さくひん,（特指绘画、雕刻、音乐和文学等）作品
 1-N4+N5,桜,⓪,名,さくら,樱花，樱花树
 4-N1::2-中频,三角,①,ナ形・名,さんかく,三角，三角形
 2-N3::2-中低频,参る,①,自動1,まいる,去；来；参拜
 1-N4+N5,参加,⓪,名・自動3,さんか,参加
 2-N3::2-中低频,山道,②,名,やまみち,山路
 2-N3::1-高频,産業,⓪,名,さんぎょう,产业，工业
 2-N3::2-中低频,賛成,⓪,名・自動3,さんせい,赞成，同意
 2-N3::2-中低频,酸っぱい,③,イ形,すっぱい,酸的，酸味的
 1-N4+N5,残り,③,名,のこり,剩余，残余
 1-N4+N5,残る,②,自動1,のこる,剩下，留下
 1-N4+N5,残念,③,ナ形・名,ざんねん,悔恨，懊悔；遗憾
 1-N4+N5,仕方,⓪,名,しかた,做法，方法
 2-N3::1-高频,伺う,⓪,自他動1,うかがう,请教，打听；拜访
 2-N3::2-中低频,刺身,③,名,さしみ,生鱼片；生肉片
 4-N1::3-低频,四角,③,名・ナ形,しかく,四角，方形
 2-N3::2-中低频,四角い,③⓪,イ形,しかくい,四角形的，方形的
 2-N3::2-中低频,四季,②①,名,しき,四季
 4-N1::1-高频,始まり,⓪,名,はじまり,开始，起源
 3-N2::2-中低频,始め,⓪,名,はじめ,开头，开始
 1-N4+N5,始める,⓪,他動2,はじめる,开始，开创；开始……
 1-N4+N5,姉,⓪,名,あね,（自己的）姐姐；嫂子
 3-N2::1-高频,姿,①,名,すがた,（人或物的）外形；穿着；身影；面貌
 1-N4+N5,子,⓪,名,こ,孩子；小孩
 1-N4+N5,市,①,名・造,し,市
 1-N4+N5,市民,①,名,しみん,市民，城市居民
 1-N4+N5,思い出す,④,他動1,おもいだす,想起，回忆起
 2-N3::2-中低频,指す,①,他動1,さす,（用手等）指；指名；朝向
 3-N2::2-中低频,指輪,⓪,名,ゆびわ,戒指
 3-N2::2-中低频,支社,①,名,ししゃ,分部，分公司
 1-N4+N5,枝,⓪,名,えだ,树枝
 2-N3::2-中低频,止む,⓪,自動1,やむ,停止，中止
 1-N4+N5,止める,⓪,他動2,とめる,使停下；制止
 1-N4+N5,やめる,⓪,他動2,やめる,停止，放弃，取消；戒掉
 2-N3::2-中低频,私,⓪,代・名,わたくし,（用于正式场合）我；私，私事
 2-N3::2-中低频,糸,①,名,いと,线；丝；线索
 4-N1::3-低频,紙くず,③,名,かみくず,纸屑，废纸
 3-N2::1-高频,詩,⓪,名,し,诗
 1-N4+N5,試合,⓪,名,しあい,（体育的）比赛
 1-N4+N5,資料,①,名,しりょう,资料，材料
 1-N4+N5,歯医者,①,名,はいしゃ,牙医
 1-N4+N5,事,②,名,こと,事情
 2-N3::1-高频,事故,①,名,じこ,事故
 4-N1::2-中频,事項,①⓪,名,じこう,项目，事项
 1-N4+N5,事務所,②,名,じむしょ,事务所，办事处
 1-N4+N5,似る,⓪,自動2,にる,相似，像
 1-N4+N5,字,①,名,じ,字，文字
 1-N4+N5,寺,②,名,てら,寺庙，寺院
 1-N4+N5,時代,⓪,名,じだい,时代，时期
 3-N2::1-高频,次回,①,名,じかい,下次，下回
 1-N4+N5,治る,②,自動1,なおる,病愈，痊愈
 1-N4+N5,自信,⓪,名,じしん,自信，信心
 1-N4+N5,自然,⓪,ナ形・副・名,しぜん,大自然；自然地
 3-N2::2-中低频,辞典,⓪,名,じてん,词典，辞典
 2-N3::2-中低频,叱る,⓪,他動1,しかる,批评，训斥
 1-N4+N5,失敗,⓪,名・自他動3,しっぱい,失败
 1-N4+N5,失礼,②,名・ナ形・自動3,しつれい,失礼；离开，退席
 2-N3::1-高频,実際,⓪,名・副,じっさい,事实，实际；的确
 1-N4+N5,写す,②,他動1,うつす,抄；拍照
 2-N3::2-中低频,写る,②,自動1,うつる,映，照
 3-N2::2-中低频,写真家,⓪,名,しゃしんか,摄影师
 1-N4+N5,捨てる,⓪,他動2,すてる,扔掉；抛弃
 3-N2::2-中低频,社会人,②,名,しゃかいじん,（与学生相对）参加工作的人
 1-N4+N5,社長,⓪,名,しゃちょう,社长
 2-N3::1-高频,者,②,名,もの,人
 3-N2::2-中低频,邪魔,⓪,名・ナ形・他動3,じゃま,妨碍；打扰
 2-N3::1-高频,主,①,ナ形,おも,主要的，重点的
 2-N3::2-中低频,主婦,①,名,しゅふ,家庭主妇
 1-N4+N5,手袋,②,名,てぶくろ,手套
 1-N4+N5,手伝い,③,名,てつだい,帮忙，帮工
 1-N4+N5,手伝う,③,他動1,てつだう,帮忙，协助
 1-N4+N5,趣味,①,名,しゅみ,爱好
 1-N4+N5,受ける,②,他動2,うける,接受；遭受；参加（考试等）
 2-N3::1-高频,収入,⓪,名,しゅうにゅう,收入
 1-N4+N5,周り,⓪,名,まわり,周围，四周；附近
 1-N4+N5,拾う,⓪,他動1,ひろう,拾，捡；打出租车
 1-N4+N5,終わり,⓪,名,おわり,终，末尾，结束
 2-N3::1-高频,習慣,⓪,名,しゅうかん,习惯；风俗
 3-N2::2-中低频,臭い,②,イ形,くさい,臭的；可疑的；做作的
 4-N1::3-低频,週刊,⓪,名,しゅうかん,周刊
 1-N4+N5,集まる,③,自動1,あつまる,汇集，集合
 1-N4+N5,集める,③,他動2,あつめる,集合，集中，收集
 2-N3::1-高频,集合,⓪,名・自動3,しゅうごう,集合
 1-N4+N5,住所,①,名,じゅうしょ,住址，地址
 1-N4+N5,十分,③,ナ形・副,じゅうぶん,足够，充分，充足
 2-N3::1-高频,柔らかい,④,イ形,やわらかい,柔软的；温和的
 2-N3::2-中低频,柔道,①,名,じゅうどう,柔道
 2-N3::1-高频,渋滞,⓪,名・自動3,じゅうたい,堵车，停滞不前
 2-N3::1-高频,重要,⓪,ナ形,じゅうよう,重要，要紧
 3-N2::1-高频,出会う,②,自動1,であう,遇见，遇到
 2-N3::1-高频,出席,⓪,名・自動3,しゅっせき,出席
 2-N3::2-中低频,出入り口,③⓪,名,でいりぐち,出入口
 1-N4+N5,出発,⓪,名・自動3,しゅっぱつ,出发，启程
 1-N4+N5,準備,①,名・他動3,じゅんび,准备，预备
 1-N4+N5,初め,⓪,名,はじめ,初次，当初
 1-N4+N5,助ける,③,他動2,たすける,帮助，帮忙，救济；救助，救命
 4-N1::2-中频,女房,①,名,にょうぼう,（自己的）妻子，老婆
 1-N4+N5,傷,⓪,名,きず,伤；瑕疵；缺陷
 1-N4+N5,勝つ,①,自動1,かつ,赢，胜
 2-N3::2-中低频,召し上がる,⓪④,他動1,めしあがる,吃，喝
 1-N4+N5,将来,①,名・副,しょうらい,将来，未来
 1-N4+N5,小説,⓪,名,しょうせつ,小说
 2-N3::2-中低频,小鳥,⓪,名,ことり,小鸟
 4-N1::3-低频,小便,③,名・自動3,しょうべん,小便
 2-N3::2-中低频,少々,①,名・副,しょうしょう,少许，稍微
 3-N2::2-中低频,少なくとも,③②,副,すくなくとも,至少，最起码
 1-N4+N5,床,⓪,名,ゆか,地板，地上
 1-N4+N5,承知,⓪,名・他動3,しょうち,知道，明白；答应，同意
 1-N4+N5,消しゴム,⓪,名,けしゴム,橡皮
 1-N4+N5,焼く,⓪,他動1,やく,烤；烧
 3-N2::2-中低频,焼ける,⓪,自動2,やける,燃烧；烧成；晒黑
 4-N1::3-低频,焼肉,⓪,名,やきにく,烤肉
 2-N3::2-中低频,笑わせる,⓪,他動2,わらわせる,使发笑；令人看不起
 1-N4+N5,紹介,⓪,名・他動3,しょうかい,介绍
 1-N4+N5,上がる,⓪,自動1,あがる,登上；上升；结束
 2-N3::2-中低频,上司,①,名,じょうし,上司，上级
 1-N4+N5,上着,⓪,名,うわぎ,外套；上衣
 2-N3::2-中低频,乗り換え,⓪,名,のりかえ,换乘
 1-N4+N5,乗り換える,④③,自他動2,のりかえる,换乘
 2-N3::2-中低频,乗り物,⓪,名,のりもの,交通工具
 1-N4+N5,冗談,③,名,じょうだん,玩笑，笑话
 1-N4+N5,場合,⓪,名,ばあい,场合，时候，情形
 1-N4+N5,場所,⓪,名,ばしょ,场所，地方
 1-N4+N5,情報,⓪,名,じょうほう,情报，信息
 2-N3::1-高频,畳,⓪,名,たたみ,草席，草垫，榻榻米
 1-N4+N5,飾る,⓪,他動1,かざる,装饰，装点
 2-N3::1-高频,植える,⓪,他動2,うえる,种，种植
 3-N2::1-高频,植物,②,名,しょくぶつ,植物
 2-N3::2-中低频,色鉛筆,③,名,いろえんぴつ,彩色铅笔
 1-N4+N5,食事,⓪,名・自動3,しょくじ,吃饭，进餐
 3-N2::2-中低频,食卓,⓪,名,しょくたく,餐桌
 1-N4+N5,食料品,⓪③,名,しょくりょうひん,（特指主食之外的鱼肉类、蔬菜和水果等）食品
 1-N4+N5,寝坊,⓪,名・ナ形・自動3,ねぼう,睡懒觉（的人）
 1-N4+N5,心配,⓪,名・ナ形・自他動3,しんぱい,担心；操心
 2-N3::1-高频,新入生,③,名,しんにゅうせい,新生
 1-N4+N5,森,⓪,名,もり,森林
 1-N4+N5,深い,②,イ形,ふかい,深的；浓的；（程度）深的
 2-N3::2-中低频,申し上げる,⓪⑤,他動2・補動,もうしあげる,（「言う」の謙譲語）说，讲；（「お／ご…申し上げる」の形で）做，为
 2-N3::2-中低频,真ん中,⓪,名,まんなか,正中，正中间
 1-N4+N5,神社,①,名,じんじゃ,神社
 2-N3::1-高频,親しい,③,イ形,したしい,亲近的，亲密的
 2-N3::2-中低频,親戚,⓪,名,しんせき,亲戚
 1-N4+N5,親切,①,名・ナ形,しんせつ,亲切，热情
 1-N4+N5,進む,⓪,自動1,すすむ,前进；进步；进展
 1-N4+N5,人々,②,名,ひとびと,人们，很多人
 2-N3::2-中低频,人形,⓪,名,にんぎょう,玩偶，人偶
 1-N4+N5,人口,⓪,名,じんこう,人口
 1-N4+N5,尋ねる,③,他動2,たずねる,探索，查明；询问
 1-N4+N5,水泳,⓪,名・自動3,すいえい,游泳
 2-N3::2-中低频,水道,⓪,名,すいどう,自来水管道
 2-N3::2-中低频,随分,①,副・ナ形,ずいぶん,相当，很；不像话，过分
 2-N3::1-高频,数学,⓪,名,すうがく,数学
 3-N2::1-高频,世の中,②,名,よのなか,世间，社会
 1-N4+N5,世話,②,名・他動3,せわ,照顾，帮忙
 1-N4+N5,ぜひ,①,副,ぜひ,务必，一定
 1-N4+N5,性格,⓪,名,せいかく,性格，脾气
 1-N4+N5,成功,⓪,名・自動3,せいこう,成功
 3-N2::1-高频,成長,⓪,名・自動3,せいちょう,成长，发育；发展
 2-N3::2-中低频,政治,⓪,名,せいじ,政治
 2-N3::1-高频,整理,①,名・他動3,せいり,整理，整顿；清理，裁减
